Bengali tech product reviews,tech product
"১ মাস ও ব্যাবহার করতে পারি নাই। ১ দিন মাত্র ফোন চার্জ দিয়েছি তারপর পাওয়ার ব্যাংক চার্জে দিয়ে দেখি ডেড! ডিসপ্লেতে কিছু আসে না, ফোন চার্জে দিলে চার্জ ও হয় না। এমন ব্রান্ডের থেকে এমন সার্ভিজ আশা করি নাই। পুরো টাকা টাই জলে!",Power Bank
ব্যাগে কোনো ফিতা ছিলো না। অথচ এই সেলার ব্যাগ দিচ্ছে জন্য অর্ডার করেছি।,Power Bank
খুবই বাজে একটা পাওয়ার ব্যাংক। কেনার এক সপ্তাহের মধ্য নস্ট হয়েগেছে।সময়ে অভাবে রিভিউ করি নাই।এই পাওয়ার ব্যাংকটা আমি ফেরত দিতে চাই।,Power Bank
সেলার আমাকে কেবল দেয়নি।আর দামটা একটু বেশি মনে হচ্ছে। তাছাড়া সব ঠিক আছে। চাইলে নিতে পারেন।,Power Bank
আজকে হাতে পাইলাম 😒 প্যাকেজিংটা আরেকটু ভালো হতে পারতো 😑 প্রোডাক্টটা ঠিকঠাক ছিল কিউ আর কোড স্ক্যান করে যা বুঝলাম অরিজিনাল 💝😃 বাকিটা ইউজের পর বলতে পারব 😊 ডেলিভারি আরেকটু ফাস্ট হলে ভালো হয় 😊,Power Bank
ব্যবহার করতেছি।কিন্তু আমি অনেক বার ভেরিফাই করেতে চেয়েছি কিন্তু হয়নি। ভেরিফাই ফেলিট দেখাচ্ছে। মনে হচ্ছে এটা অরিজিনাল প্রোডাক্ট না। স্টিকার ভালো করে তুলে ভেরিফাই করেছি কিন্তু তার পর ও হয়নি😔 মোটা মোটি ভালোই চলতেছ🙄,Power Bank
সেলার কে বলার পরেও কেবল দেয় নাই।,Power Bank
গিফট আইটেম দেইনি কিছুই।,Power Bank
বিল্ড কোয়ালিটি অনেক ভালো।হাতে নিলে প্রিমিয়াম ফিল পাওয়া যায়।but bakita use Kori dakhi kmn hoy.,Power Bank
অরিজিনাল প্রডাক্ট।সব কিছু ঠিক ঠাক পেয়েছি।চট্টগ্রাম থেকে নরসিংদীতে ডেলিভারি পেতে ৭ দিন সময় লেগেছে।,Power Bank
"প্রথমেই দুঃখিত বলে নিচ্ছি সেলারকে, মাত্র ১* রেটিং দিয়ে বাজে রিভিউ দেয়ার জন্য। প্রথমবার ব্যবহারে আমার মোবাইল সারারাতে মাত্র ৫০% চার্জ হয়েছিলো। কিন্তু বেশ কয়েকবার ব্যবহারের ফলে এখন দেখছি চার্জিং স্পিড যথেষ্ট ভালো। নতুন পাওয়ার ব্যাংকের ক্ষেত্রে সময় নিয়ে অপেক্ষা করে ব্যবহার করলে ভালো ফল পাওয়া যাবে।",Power Bank
"খুবই ভালো প্যাকেজিং, সাথে ফ্রি কেবল টা মোটামুটি, আর কম সময়ে পণ্য টি হাতে পেলাম, অভার অল সব কিছু ভালো। দারাজ এবং সেলার কে ধন্যবাদ, ব্যবহার করে পরে আবার রিভিউ দেব।",Power Bank
খুব উপকারি জিনিস। যারা কিনবেন ঠকবেন না। যদি অরীজিনাল পন্য পান। দেখে শুনে নিবেন। এটা পন্য হিসেবে ৫ স্টার পাওয়ার যোগ্য। তবে সেলারের আন্তরিকতার ঘাটতি লক্ষ্যনীয়।,Power Bank
আলহামদুলিল্লাহ পাওয়ার ব্যাংটা অনেক ভালো আছে তবে চার্জ হতে একটু সময় লাগে ১০ দিন ব্যবহারের পর রিভিউ দিলাম।,Power Bank
আলহামদুলিল্লাহ। অনেক ভালো,Power Bank
মোটামুটি ভালো চলে,Power Bank
"Product is authentic, এপ্রিলের 4 তারিখ অর্ডার করেছিলাম 8 তারিখ পেলাম, সবই ঠিক ছিল । সাথে একটা ব্যাগ এবং remax এর ক্যাবল ফ্রি দেওয়া হয়েছে । এখন ব্যবহার করার পর ইউজার রিভিউ দিতে পারবো। যারা অরিজিনাল প্রোডাক্ট নিতে চাচ্ছেন তাদের জন্য রিকমেন্ডেড। ধন্যবাদ সেলার, সততার সাথে ব্যবসা চালিয়ে । ❤️",Power Bank
100% অরিজিনাল প্রোডাক্ট। ব্যাবহারের জন্য খুব ভালো। প্রোডাক্ট একদম ইনটেক ছিল। কোনো প্রকার সমস্যা নেই। পাওয়ার ইনপুট আউটপুট 8.8v থেকে 9.0v এর মতো। তবে ইনপুট আউটপুট এ কোনো সমস্যা নেই। তবে একটা ফাস্ট চার্জিং ক্যাবল দিলে ভালো হতো। সেলার কে ধন্যবাদ।,Power Bank
প্রডআকট ঠিকঠাক মতো পেয়েছি তবে কেবল ছবিতে জেটি দেখানো হয়েছে ওটানা ওন্ন একটি ওটাও একেবারে খারাপ না কাজ চলেজাবে বাকি সব কিছু ঠিকঠাক আছে। কেউ চাইলে নিতে পারেন। ধন্যবাদ সেলার এবং দারাজ কে অরিজিনাল প্রোডাক্ট টি দেয়ার জন্যে,Power Bank
দারাজ নিয়ে কিছু বলার নাই। দারাজ সেরা....❤️ প্রত্যেকটা জিনিস একদম অরিজিনাল এবং কোয়ালিটি সম্পন্ন। প্যাকেজিং ছিল চোখে পড়ার মতো। সেলারকে অনেক অনেক বেশী ধন্যবাদ💚 সব কিছু এতো সুন্দরভাবে অরিজিনাল জিনিসগুলো পাঠিয়ে দেওয়ার জন্যে। Highly Recommended🔥🔥🔥,Power Bank
"৫ দিনের ভিতর ডেলিভারি পাইছি, একদম অরিজিনাল প্রডাক্ট, প্রোডাক্ট কোয়ালিটি খুবই ভালো প্রিমিয়াম একটা ভাব আছে, সেলারের ব্যবহার ভালো, প্যাকেজিং ভালো ছিলো, যারা অরিজিনাল খুজছেন তারা অবশ্যই নিতে পারেন।",Power Bank
হাতে নিয়ে ঘুরে বেড়ানোর জন্য বা ফোনের পেছনে একসাথে ধরে গেম খেলার জন্য সুবিধাজনক নয়। ভারি মোটা লম্বা সাইজের। নষ্ট হলে রিপেয়ার করা প্রায় অসম্ভব। পাওয়ার ব্যাংক হিসেবে ভালো ।,Power Bank
"অসাধারণ ভালো একটা প্রডাক্ট একদম অরিজিনাল প্রডাক্ট,, সাথে একটা কাবার আর ৬ টি স্টিকার ছিলো,,, সব মিলিয়ে প্রডাক্ট টি খুবই ভালো ছিলো,,, একদম প্রিমিয়াম, ,👌👌 ধন্যবাদ সেলার ও দারাজ কে,,,,,, সেলার অনেক ভালো,,, খুবই responsible... যাদের চার্জ ১০০% হয় না তারা ৫০% এর নিচে নামিয়ে বা ০% করে চার্জ দিন,, তাহলে ১০০ % হবে",Power Bank
অডার এর ৭ দিন পরে হাতে পেয়েছি পাওয়ার ব্যাংকটা। খুবই ভালো মানের পাওয়ার ব্যাংক।একদম অরিজিনাল প্রোডাক্ট। 5000mah এর মোবাইল ২.৫ বার চার্জ হবে।যারা একটি ভালো পাওয়ার ব্যাংক খুজতাছেন তারা নির্দ্বিধায় নিতে পারেন এই পাওয়ার ব্যাংকটি❤️,Power Bank
"রিভিউটি কেনার ৬ মাস পরে দেওয়া! প্রোডাক্ট একদম ১০০% অথেনটিক, যেইটা নিয়ে কোনো সংশয় নেই। ৬ মাস আগে যেমন সার্ভিস পেয়েছিলাম এখনো সেই রকমই পাচ্ছি! ❤️ Highly Recommended",Power Bank
আলহামদুলিল্লাহ প্রোডাক্টটি অনেক ভালো। আজকে হাতে পেলাম আপনারা চাইলে নিতে পারেন 😊 ধন্যবাদ দারাজ এবং সেলার কে😊,Power Bank
"আলহামদুলিল্লাহ পণ্য হাতে পেয়েছি। প্রিমিয়াম লাগে পাওয়ার ব্যাংক টি। ভালো হবে বলে মনে হচ্ছে। সেইলারকে যে বক্সটা দিতে বলেছি ঠিক সেই বক্সটি দিয়েছে, ধন্যবাদ সেইলার ও দারাজ কে।",Power Bank
"পাওয়ায় ব্যাংকটা অরিজিনাল, এবং প্রিমিয়াম কোয়ালিটির, কিন্তু পাওয়ার ব্যাংকটি ৭২ থেকে ১০০% চার্জ হতে ৫ ঘন্টারও বেশি সময় লেগেছে। সেলার ভালো আমি যেমন বক্সেরটা চেয়েছিলাম তেমনই দিয়েছে",Power Bank
ফিনিশিং অনেক ভালো। আমার Upload করা ছবিতে Input/Output Power এর তথ্য আছে। আমার ফোনে 18w সাপোর্ট করে। আমি এই পাওয়ার ব্যাংক দিয়ে 15w এর মত পেয়েছি।,Power Bank
"সাইজে একটু বড়, C টাইপ কেবল পেয়েছি সাথে ওয়ারেন্ট কার্ডও আছে। দেখি কতদিন ব্যবহার করা যায়। Overall Satisfied 🖤👍",Power Bank
অনেক ভালো পাওয়ার ব্যান্ক। রিমেক্স এর একটা ডাটা ক্যাবল দিছে। পাউচ টা আর একটু ছোট হলে ভালো হতো।,Power Bank
"প্রোডাক্ট ১০০% অথেন্টিক তিনবার বা তার কিছু বেশি চার্জ করতে পারবেন, recommend করা যায়",Power Bank
আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট পাইসি আর daraz অনেক ধন্যবাদ দামটা কম হলে ভালো হতো,Power Bank
"অতেন্টিক প্রোডাক্ট ২/৩ বার ইউজ করছি চার্জিং স্পিড ভালো, প্রিমিয়াম একটা লুক পাওয়া যায় এককথায় সেটিসফাউড ❤️❤️",Power Bank
এক নম্বর জিনিস সবাই কিনবেন 🤗😁😀 এক নম্বর জিনিস সবাই কিনবেন 🤗😁😀 এক নম্বর জিনিস সবাই কিনবেন 🤗😁😀 এখন থেকে কয়দিন ভালোটাকে সেটাই দেখার বিষয়,Power Bank
"সেলার এর ব্যবহার খুব ভালো ছিল,,, আমাকে অরজিনাল পাওয়ার ব্যাংক দিয়েছেন,,, প্রথমে QR কোড কাজ করতেছিলনা পরে উনি নিজে আমাকে কল দিয়ে বুঝিয়ে দিয়েছেন💗💗💗 ১০০০০% ভালো একটা প্রোডাক্ট আপনারা নিতে পারেন,,, আশা করি ঠকবেন না",Power Bank
"অরিজিনাল প্রোডাক্ট, নিশ্চিন্তে নিতে পারেন। সার্ভিসও ঠিকঠাক আছে,ব্যাটারি ব্যাকআপও ঠিক আছে। আর সেলারকে একটা সাজেশন দিতে চাই যে,প্রোডাক্ট বাবল রেপিং করে দিলে ভালো হয়, কারণ নড়াচড়া করলে ড্যামেজ হওয়ার শংকা থাকে🙂🙂 ওভারঅল সবকিছু ঠিক ঠাক, ৫ এ ৫ রেটিং।",Power Bank
প্রোডাক্ট একদম ইনটেক এবং অরিজিনাল ছিল। ধন্যবাদ সেলার কে। কিন্তু দারাজের বাক্সের অবস্থা খুবই করুণ ছিল মনে হচ্ছিল বাক্সের উপর দিয়ে বুলডোজার গিয়েছে । ভয়ে ছিলাম যে মেইন প্রোডাক্ট নষ্ট হয়ে না যায় ।,Power Bank
যেমনটা ভেবেছিলাম তার থেকেও ভালো প্রোডাক্ট ২ দিন পরে প্রোডাক্ট হাতে পেলাম! সেলার এর ব্যাবহার ও ভালো ! চাইলে আপনারা নিতে পারেন!,Power Bank
রিভিউতে দেখলাম সবাই বক্সের মধ্যে চারটা ইস্টিকার পেয়েছে কিন্তু আমার পাওয়ার ব্যাংকের বক্সের মধ্যে কোন স্টিকার ছিলনা। দয়া করে সেলার ভাই জানাবেন বাক্সের মধ্যে কেন কোন স্টিকার ছিলনা! সাথে ছি টাইপ কেবলটা ভালো ছিলো। মোবাইল চার্জ দিলে খুব তাড়াতাড়ি ফাস্ট চার্জিং হয়।তবে পাওয়ার ব্যাংকটা চার্জ হতে একটু সময় লাগে। সব মিলিয়ে ভালো এখন অবধি।,Power Bank
এক মাস ব্যবহার করার পর রিভিউ দিচ্ছি। আমার Use করা সেরা Power Bank এইটা। একদম অরিজিনাল প্রোডাক্ট পেয়েছি।,Power Bank
পার্সেলটা অনেক ভালো আমি কিছুদিন ব্যাবহার করার পর রিভিউ দিলাম অরজিনাল পোডাক্ট। আমি অনেক সন্তুষ্ট। আপনার চাইলে কিনতে পারেন।,Power Bank
"একদম আমার মনের মতো পেয়েছি, সেলারকে অসংখ্য ধন্যবাদ এতো সুন্দর ও কোয়ালিটিফুল একটা পণ্য আমার কাছে পৌঁছে দেওয়ায় 🖤",Power Bank
"আলহামদুলিল্লাহ্ অনেক ভালো মানের প্রোডাক্ট অরিজিনাল,টা পাইছি রেড বেশি হইছে এই ছাড়া সব ঠিক আছে।",Power Bank
আলহামদুলিল্লাহ। এক কথায় অসাধারণ একটা পাওয়ার ব্যাংক। দুই তিন দিন ব্যবহার করার পর রিভিউ দিচ্ছি। খুবই ভালো মানের একটা পাওয়ার ব্যাংক। যে কেউ কোনো চিন্তাভাবনা ছাড়াই নিতে পারেন। সেলার কে অসংখ্য ধন্যবাদ অরজিনাল একটা প্রোডাক্ট দেওয়ার জন্য।,Power Bank
"ভালোই। খারাপ না।আমাকে ভালো পন্য দিছে। ক্যাবল টা ও ভালোই দিছে। একদিন চার্জ করছিলাম ১১-৯০ মনে হয় ৩০ % গেছে, ৫০২০ব্যাটারি। ভালো তাই ৫ টা স্টার।",Power Bank
"আলহামদুলিল্লাহ প্রোডাক্টটা অনেক ভালো এবং সুন্দর কিন্তু আগে ৭৯% ছিল এক ঘন্টা চার্জ দেওয়ার পরেও ৮০% এখনো ব্যবহার করি নাই ব্যবহার করে দেখা যাক কিরকম সার্ভিস দেয় । আজকে হাতে পেলাম সেলার অনেক ভালো এবং সুন্দর ভাবে প্যাকেটিং করেছে সঠিক ঠিকানায় সঠিকভাবে সঠিক সময় পৌঁছে দিয়েছে, ধন্যবাদ দারাজ টিমকে",Power Bank
একেবারে অরজিনাল টা দিয়েছে ☺️☺️🥰ধন্যবাদ,Power Bank
অনেক দিন ব্যবহার করে রিভিউ দিচ্ছি। এখনো আলহামদুলিল্লাহ ভালো সার্ভিস দিচ্ছে। তবে ২০০০০mAh এ ভেবেছিলাম ৩ বার ৫০০০mAh ব্যাটারির ফোন ফুল চার্জ করা যাবে। তবে ২ বার ফুল চার্জ করে আরেকবার অর্ধেকের কাছাকাছি চার্জ করা যায়। তবে ফাস্ট চার্জ হয় এটাই অনেক।,Power Bank
এই দামে এতো ফিচার ও মানে আর কোন পাওয়া ব্যাংক নেই।,Power Bank
"আলহামদুলিল্লাহ, প্রায় ১ মাস পর রিভিউ ভালোই সার্ভিস দিচ্ছে।",Power Bank
মোটামুটি ভালো চলে,Power Bank
প্রডাক্ট ভাল ছিল।।।। মাসাল্লাহ।।কিন্তু প্যাকেজিং টা ভাল ছিল না।।অন্য প্যাকেটের সাথে। স্টিকার মারা ছিল ।।,Power Bank
এটা অনেক খারাপ 😡😡,Power Bank
২ মাস ব্যবহার করে রিভিউ দিলাম! দাম হিসেবে ভালোই! ২ বার ফুল চার্জ হয়!,Power Bank
"দুপুর দুইটা বাজে চার্জে লাগাইলাম, কিন্তু এক পারসেন্ট চার্জ ও হলো না, পাওয়ার ব্যাংক যখন হাতে পাইলাম তখন চার্জ ছিল ৯১%, ৮ ঘন্টা চার্জ দেওয়ার পরও এক পারসেন্ট চার্জ বাড়াতে পারলাম না, অনলাইন থেকে কোন কিছু কেনাকাটার আগে ভালো করে যাচাই করে নিবেন, কিছু আবাল আছে শুধু শুধু রিভিউ দেয়,এ আবালদের জন্য আজকে ধরা খাইলাম। পণ্য ভালো না কেউ নিবেন না।",Power Bank
পাওয়ার ব্যাংকের লুক কোয়ালিটি অনেক ভালো কিন্তু ১০ হাজার এমএইচ আমি মিনিমাম সাড়ে ৫ হাজার পেয়েছি,Power Bank
যে রকম অর্ডার করেছিলাম সেরকম পেয়েছি পন্যটা ভালই এখন ব্যবহার করে দেখব কেমন সার্ভিস করে 🖤🖤,Power Bank
মোটামুটি ভালো দেখলাম। বাকিটা ব্যবহার করার পর বুঝতে পারবো। ডেলিভারি পেতে সময় টা একটু বেশি লেগে গেলো।,Power Bank
ইনটেক পাইছি মনে হয় ভাল হবে দেখি আর ডেলিভারি ৩ দিনে পাইছি,Power Bank
অথেন্টিক প্রোডাক্ট কিন্তু পাওয়ার ব্যাংক এর সাথে ফাস্ট চার্জিং ক্যাবেল দিলে ভালো হতো🙃,Power Bank
"পাওয়ার ব্যাংক টা খারাপ না,মোটামুটি আছে।",Power Bank
এই ফাটা পাওয়ার ব্যাংক নিয়ে আমি কি করব। প্রডাক্ট পাঠানোর আগে চেক করে দিলে কি খুব বেশি সমস্যা হয় নাকি ভোগান্তি দিতে ভাল লাগে!!,Power Bank
"চার্জ বেশিক্ষণ টিকে না,ক্যাবলটা সুবিধাজনক নয়। তবে খারাপ না,ব্যবহার করতেছি।কিন্তু দামটা বেশি হয়েছে।",Power Bank
যেরকম মনে করেছিলাম সেরকমই পেয়েছি। পারফরম্যান্স অনুযায়ী দামটা একটু বেশী মনে হয়েছে। ১২০০০এমএএইচ পর্যন্ত ভালো চার্জ দেয়।,Power Bank
"অরজিনাল প্রোডাক্ট দাম একটু বেশি হলেও প্রডাক্ট ভালো আছে, ১৫ দিন পর রিভিউ দিলাম, পাঁচ হাজার এম এইচ বেটারি চারবার ফুল চার্জ দিতে পারবেন",Power Bank
Good one... পাওয়ার ব্যাংকটা কি ২৫ ওয়াটের চার্জার দিয়ে চার্জ দেয়া যাবে?,Power Bank
আলহামদুলিল্লাহ মোটামুটি ভালো ধন্যবাদ দারাজ,Power Bank
"power bank আমি ১ সপ্তাহের উপরে ব্যবহার করছি ভলো। power bank এ লেখা আছে ১০০০০mAh তা সত্যি নয় এর থেকে খুব কম mAh রয়েছে। আমার মোবাইল ভালো ভাবে চার্জ হয় নাই ৪০এর ভিতরে থাকে। তবে usb fan, light খুব ভালো চলে। যদি মোবাইল ফোনের জন্য যদি নেন তাহলে শুধু ইমারজেন্সি চার্জ দেওয়ার জন্য নিতে পারে। power bank এর সাথে light আছে খুব ভালো আলো দেয় অন্ধকারে।",Power Bank
"গত বছরের নভেম্বরে কেনা হয়েছিল, ব্যস্ততার কারণে রিভিউ দেয়া হয়নি এখন সেপ্টেম্বর ২৩ এখনো ব্যবহার করছি কোন প্রকার সমস্যা ছাড়া তবে এটার ক্যাপাসিটি খুবই কম আমার ৩৯০০mha এর ব্যটারি ৪০-৫০% চার্জ হলেই এটার চার্জ শেষ হয়ে যায়।",Power Bank
এই পণ্যটি খুবই ভালো এরকম পণ্য আমি আগে কখনোই পাইনি অসাধারণ এরকম পণ্য যদি আপনারা কিনেন তাহলে আমার মত পথে বসতে হবে,Power Bank
কার কালার সব কিছু ঠিক আছে সেলারের আচরণ ভালো কিন্তু ভাই পাওয়ার ব্যাংকে চার্জ থাকেনা দয়া করে কেউ কিনবেন না,Power Bank
বেশি ভালো না আমার ফোন কুলার সর্বোচ্চ ৪০ মিনিট চলতেছে তারপর শেষ,Power Bank
যেমন দেখেছিলাম তেমনটি পেয়ে গেলাম। কিন্তু আমার মোবাইল ৪০%চার্জ হলো। 5000mah battery . I am not satisfied,Power Bank
এই মাত্র হাতে পেলাম এখনো ব্যবহার করিনি ব্যবহার করার পর বুঝবো কেমন।।।।।।।।।।।,Power Bank
"জিনিসটি ব্যবহার করা হয়েছে আগে, সেকেন্ডার প্রোডাক্ট, আপাতত চলেছে কিন্তু আমি দেখে সন্তুষ্ট হয়নি😔 তারা সেল এর নামে ৫০-৬০টাকা কমে এই সব জিনিস ধরিয়ে দিয়ে যায়",Power Bank
মোটামুটি চলবে। কিন্তু বেকআপ কম দেয় আর স্পিডও কম।,Power Bank
একদম বাজে😪😪😪😪😪 টাকাগুলো বরবাদ,Power Bank
"মাত্র হাতে পেলাম। যা Order দিছি,তাই পাইছি। ধন্যবাদ Daraz কে এবং Delivery Man কে💕।",Power Bank
পাওয়ার ব্যাংকটি আমার কাছে অনেক ভালো লেগেছে আপনারা চাইলে নিতে পারেন 🤗,Power Bank
আলহামদুলিল্লাহ আনেক ভালো 🥰🥰,Power Bank
"গত বছরের নভেম্বরে কেনা হয়েছিল, ব্যস্ততার কারণে রিভিউ দেয়া হয়নি এখন সেপ্টেম্বর ২৩ এখনো ব্যবহার করছি কোন প্রকার সমস্যা ছাড়া তবে এটার ক্যাপাসিটি খুবই কম আমার ৩৯০০mha এর ব্যটারি ৪০-৫০% চার্জ হলেই এটার চার্জ শেষ হয়ে যায়।",Power Bank
আলা-হামদুলিল্লাহ সবকিছুই ঠিক ভাবে হাতে পেয়েছি ব্যবহার করার পর রিভিউ দিলাম একটা মোবাইল ফুল চার্জ করা যায়। দাম এর তুলনায় জিনিস টা সুন্দর ও ভালো সবাই কিনতে পারেন ধন্যবাদ।,Power Bank
অনেক সুন্দর এবং ভালো Powar Bank আমি দুইটার অর্ডার করেছিলাম এবং দুই টা ই ভালো ভাবে পেয়েছি ধন্যবাদ। 🥰🥰🥰,Power Bank
রাইস হিসেবে প্রোডাক্ট পারফেক্ট ডেলিভারি ও সঠিক সময়ে পেয়েছি থ্যাংক ইউ seller k,Power Bank
অনেক সুন্দর এবং ভালো Powar Bank আমি দুইটার অর্ডার করেছিলাম এবং দুই টা ই ভালো ভাবে পেয়েছি ধন্যবাদ। 🥰🥰🥰,Power Bank
পাওয়ার ব্যাংক টা যেমনটা মনে করেছি তার চাইতে অনেকটা ভালো।।। পাওয়ার ব্যাংক টা নিয়ে আমি অনেকটাই খুশি।।। আমার জীবনের প্রথম প্রোডাক্ট তাই অনেক অনেক লাইক।।।।,Power Bank
খুবই ভালো একটা প্রোডাক্ট। ভালো লেগেছে অনেক সবকিছুই ঠিক আছে। ধন্যবাদ প্রিয় বিক্রেতা ভাইয়েরা।,Power Bank
"আলহামদুলিল্লাহ! এত কমদামি POWER BANK দিয়ে মোবাইল চার্জ দেওয়ার জন্য তেমন একটা সুবিধার নয়, তবে USB লাইট জ্বালিয়ে অনেক সময় আলো পাওয়া যায়, ধন্যবাদ!",Power Bank
জিনিসের তুলনায় কথা ঠিক নাই যাই হোক। এই দামের থেকে বেশি কিছু আশা করা যায় না। সত্য কথাটা সত্যি জিনিসটার ক্যাপাসিটি অনুযায়ী একটু বেশি বলা হয়েছে।,Power Bank
"এই দামে ভালো বলা যায়, তবে অনেক ভালো না, 10400mAh দেওয়া থাকলেও আসলে 5000mAh . সব সময় ব্যবহার করতে না পারলেও, Emergency তে কাজে আসবে।",Power Bank
খুবই ভালো এবং সুন্দর আমি পর পর দুইটা নিয়েছি দুইটাই ভালো ধন্যবাদ।,Power Bank
ভাই প্রোডাক্টটা অত্যন্ত ভালো ছিল এবং খুব ভালো এই প্রথম কিছু দারাজ থেকে অর্ডার করে জিতে গেলাম মনে হচ্ছে,Power Bank
"দম কম হিসাবে ঠিক আছে,,কিন্তু প্রডাক্ট হিসাবে এতো টাও ভালো না,,একটা ফোন 70% চার্জ হওয়ার আগেই পাওয়ার ব্যাঙ্ক এর চার্জ শেষ হয়ে যায়",Power Bank
সেম পণ্য টি দেওয়ার জন্য ধন্যবাদ,Power Bank
আলহামদুলিল্লাহ হাতে পেলাম দেখতে ও কোয়ালিটি মাশাল্লাহ ভালো শুধু সার্ভিসটা ভালো দিলে হয়। ধন্যবাদ দারাজের ও সাপ্লাইয়ের সকল সদস্যদের।,Power Bank
ছোটখাটো কাজের জন্য নিতে পারেন ফোন চার্জে জন্য একদমই নয় দাম হিসেবে একদমই ঠিক আছে,Power Bank
"কেও চাইলে নিতে পারেন, অনেক ভালো",Power Bank
পাওয়ার বাংকটা এক কথা অস্থির ৯মাস হয়ে গেলো এখন সেই চলে ধন্যবাদ সেলার ভাইকে।,Power Bank
এক কথাই অসাধারণ ধন্যবাদ সেলারকে,Power Bank
আলহামদুলিল্লাহ আমি নিসি কম টাকায় খুব ভালো আপনারা সবাই নিতে পারেন,Power Bank
power Bank এর ভিতরে মোবাইল চার্জ এর পিন ভাঙ্গা,Power Bank
দাম অনুযায়ী পাওয়ার ব্যাংক টা ভালোই কিন্তু ছোট ছোট গ্যাজেট ব্যাবহার এর জন্য ঠিক আছে কিন্তু মোবাইল চার্জ দিলে মোবাইল এর ক্ষতি হবে। বিল্ড কোয়ালিটি মোটামুটি। রেকমেন্ড করা যায়। ☺️✅,Power Bank
নষ্ট হয়ে গেছে তাড়াতাড়ি,Power Bank
এই পাওয়ারব্যাংকের মতো ভালো পাওয়ারব্যাংক খুব কমই দেখছি আমি। এখন পর্যন্ত ৬ টা কিনেছি। নিজের জন্য এটা কিনলাম। আরেকটা আগে ছিলো নীল রঙের। আর ৪ টা বিভিন্ন জনকে গিফ্ট করেছি। দাম হিসাবে খুবই ভালো পাওয়ারব্যাংক। আমার Mi11X একবার ফুল চার্জ হয়ে যায় পাওয়ারব্যাংকে যদি ফুল চার্জ থাকে। ছোটখাটো হিসাবে ভালো জিনিস ✅,Power Bank
একদমই ভালো না। ঠিকমতো ফোন চার্জ হয় না। ব্যাটারি ফুলে যায়। কোনো কাজের না। নিয়েন না। এর চেয়ে টাকা বাড়ায়ে Baseus এর জিনিস নেন,Power Bank
"খুব বাজে এই powerbank টা,,কেউ নিয়ে লস খাইয়েন না|amr 5000maph ar phn 20%ar upor charge utha na... tahola r ki bolbo...ai shop r seller ka sobai বয়কট করেন",Power Bank
"nice products আলহামদুলিল্লাহ,অনেক পছন্দ হয়েছে",Power Bank
পাওয়ার ব্যাংক টা খুব ভালো। ব্যাকআপ ভালো পেয়েছি। আমার 4000 mah এর মোবাইল 2 বার চার্জ হয়। কয়েক মাস ধরে ব্যাবহার করার পর রিভিউ দিচ্ছিl,Power Bank
"এক বছরের উপরে হয়েছে নিয়েছিলাম,,১০০০০ (দশ হাজার)এমপিয়ার।আমার ফোনের ব্যটারি ৬০০০(ছয় হাজার) এমপিয়ার।ফুল চার্যে একবার চার্য দেওয়া যায়,,,কিন্তু এখনও পর্যন্ত ভাল চলতেছে ইনশাআল্লাহ।ধন্যবাদ ধারায কে।",Power Bank
এটা খুবই স্লো চার্জ প্রোভাইড করে ফোনে ফাস্ট ক্যাবল দিয়েও ট্রাই করে দেখলাম বাকিদের রিভিউ দেখে ভাবছি চার্জ মোটামোটি তাড়াতাড়ি করবে তাই জন্যই অর্ডার দিছিলাম এমার্জেন্সি ফাস্ট চার্জ করার জন্য এটা একদমই recommended নয় ফোন পুরো রাত চার্জে রাখতে চাইলে তখন এইটা ব্যবহার করা যায় ব্যাংক ফুল চার্জ হওয়ার পর আমার ৫০০০mAh ফোনে একবার ফুল চার্জ করা যায় আর পরের বার শুধু ১০-১২% ই হয় আর ব্যাংক টা ফুল চার্জ হতে প্রায় ৬-৭ ঘন্টা লেগে যায় সেই হিসেবে ফোন খুব স্লো চার্জ করে ডেলিভারি রাইডার এর সার্ভিস আর ব্যবহার খুব ভাল🌟,Power Bank
পাওয়ার ব্যাংক টা খুব ভালো কোয়ালিটির অর্ডার করতে পারেন নিশ্চিন্তে,Power Bank
আলহামদুলিল্লাহ পন্যটি ভালো ভাবেই চলছে 😍😍👍🇧🇩,Power Bank
মোটামুটি চলবে খুব ভালো ও না আবার খুব একটা খারাপ ও না,Power Bank
"পন্য ঠিক আছে, প্যাকিং বাবল র‍্যাপিং দিয়ে করা ছিল না, এজন্য ১ স্টার কম দিলাম। ব্যাটারি ব্যাকাপ মনে হচ্ছে ভালই হবে, যদিও আমি মোবাইলের জন্য এই পাওয়ার ব্যাংক নেই নাই, বিভিন্ন গ্যাজেট আর পোর্টেবল ফ্যান এর জন্য নেওয়া হয়েছে।",Power Bank
"পাওয়ার ব্যাংকটা ভালই।মোবাইল, মিনি ফ্যান ভালই ব্যবহার করা যায়।",Power Bank
"জিনিস টা ইনটেক এবং অনেক ভালো মনে হচ্ছে, ব্যবহার করলে বুঝতে পারবো,,, মনে হচ্ছে ভালো হবে ইনশাআল্লাহ,,,,,,,,তবে power bank er shate akta usb cable dile valo hoto",Power Bank
