cleaned_stopwords,Sentiment
সেলার বলার কেবল নাই।,0
গিফট আইটেম দেইনি কিছুই।,0
বিল্ড কোয়ালিটি ভালো।হাতে নিলে প্রিমিয়াম ফিল যায়।but bakita use Kori dakhi kmn hoy,1
অরিজিনাল প্রডাক্ট।সব ঠাক পেয়েছি।চট্টগ্রাম নরসিংদীতে ডেলিভারি পেতে সময় লেগেছে।,1
প্রথমেই দুঃখিত নিচ্ছি সেলারকে রেটিং দিয়ে বাজে রিভিউ দেয়ার জন্য। প্রথমবার ব্যবহারে মোবাইল সারারাতে চার্জ হয়েছিলো। কয়েকবার ব্যবহারের দেখছি চার্জিং স্পিড ভালো। পাওয়ার ব্যাংকের সময় অপেক্ষা ভালো ফল পাওয়া যাবে।,0
খুবই ভালো প্যাকেজিং সাথে ফ্রি কেবল টা মোটামুটি কম সময়ে পণ্য হাতে পেলাম অভার অল ভালো। দারাজ সেলার ধন্যবাদ রিভিউ দেব।,1
উপকারি জিনিস। কিনবেন ঠকবেন না। অরীজিনাল পন্য পান। শুনে নিবেন। পন্য হিসেবে স্টার পাওয়ার যোগ্য। সেলারের আন্তরিকতার ঘাটতি লক্ষ্যনীয়।,1
আলহামদুলিল্লাহ পাওয়ার ব্যাংটা ভালো চার্জ একটু সময় লাগে ব্যবহারের রিভিউ দিলাম।,1
আলহামদুলিল্লাহ। ভালো,1
মোটামুটি ভালো,1
Product is authentic এপ্রিলের তারিখ অর্ডার করেছিলাম তারিখ পেলাম সবই । সাথে একটা ব্যাগ remax ক্যাবল ফ্রি । ইউজার রিভিউ পারবো। অরিজিনাল প্রোডাক্ট চাচ্ছেন রিকমেন্ডেড। ধন্যবাদ সেলার সততার সাথে ব্যবসা চালিয়ে ।,1
অরিজিনাল প্রোডাক্ট। ব্যাবহারের ভালো। প্রোডাক্ট একদম ইনটেক ছিল। প্রকার সমস্যা নেই। পাওয়ার ইনপুট আউটপুট v v মতো। ইনপুট আউটপুট সমস্যা নেই। একটা ফাস্ট চার্জিং ক্যাবল দিলে ভালো হতো। সেলার ধন্যবাদ।,1
প্রডআকট ঠিকঠাক পেয়েছি কেবল ছবিতে জেটি দেখানো ওটানা ওন্ন ওটাও একেবারে খারাপ চলেজাবে বাকি ঠিকঠাক আছে। চাইলে পারেন। ধন্যবাদ সেলার দারাজ অরিজিনাল প্রোডাক্ট দেয়ার জন্যে,1
দারাজ বলার নাই। দারাজ সেরা প্রত্যেকটা জিনিস একদম অরিজিনাল কোয়ালিটি সম্পন্ন। প্যাকেজিং চোখে পড়ার মতো। সেলারকে বেশী ধন্যবাদ এতো সুন্দরভাবে অরিজিনাল জিনিসগুলো পাঠিয়ে দেওয়ার জন্যে। Highly Recommended,1
দিনের ভিতর ডেলিভারি পাইছি একদম অরিজিনাল প্রডাক্ট প্রোডাক্ট কোয়ালিটি খুবই ভালো প্রিমিয়াম একটা ভাব সেলারের ভালো প্যাকেজিং ভালো ছিলো অরিজিনাল খুজছেন অবশ্যই পারেন।,1
হাতে ঘুরে বেড়ানোর ফোনের পেছনে একসাথে গেম খেলার সুবিধাজনক নয়। ভারি মোটা লম্বা সাইজের। নষ্ট রিপেয়ার অসম্ভব। পাওয়ার ব্যাংক হিসেবে ভালো ।,1
অসাধারণ ভালো একটা প্রডাক্ট একদম অরিজিনাল প্রডাক্ট সাথে একটা কাবার স্টিকার ছিলো মিলিয়ে প্রডাক্ট খুবই ভালো ছিলো একদম প্রিমিয়াম ধন্যবাদ সেলার দারাজ সেলার ভালো খুবই responsible চার্জ নিচে নামিয়ে চার্জ,1
অডার হাতে পেয়েছি পাওয়ার ব্যাংকটা। খুবই ভালো মানের পাওয়ার ব্যাংক।একদম অরিজিনাল প্রোডাক্ট। mah মোবাইল চার্জ হবে।যারা ভালো পাওয়ার ব্যাংক খুজতাছেন নির্দ্বিধায় পাওয়ার ব্যাংকটি,1
রিভিউটি কেনার মাস প্রোডাক্ট একদম অথেনটিক যেইটা সংশয় নেই। মাস সার্ভিস পেয়েছিলাম এখনো রকমই পাচ্ছি Highly Recommended,1
আলহামদুলিল্লাহ প্রোডাক্টটি ভালো। আজকে হাতে পেলাম আপনারা চাইলে ধন্যবাদ দারাজ সেলার,1
আলহামদুলিল্লাহ পণ্য হাতে পেয়েছি। প্রিমিয়াম লাগে পাওয়ার ব্যাংক টি। ভালো হচ্ছে। সেইলারকে বক্সটা বলেছি বক্সটি ধন্যবাদ সেইলার দারাজ কে।,1
পাওয়ায় ব্যাংকটা অরিজিনাল প্রিমিয়াম কোয়ালিটির পাওয়ার ব্যাংকটি চার্জ ঘন্টারও সময় লেগেছে। সেলার ভালো বক্সেরটা চেয়েছিলাম তেমনই দিয়েছে,1
ফিনিশিং ভালো। Upload ছবিতে InputOutput Power তথ্য আছে। ফোনে w সাপোর্ট করে। পাওয়ার ব্যাংক দিয়ে w মত পেয়েছি।,1
সাইজে একটু বড় C টাইপ কেবল পেয়েছি সাথে ওয়ারেন্ট কার্ডও আছে। দেখি কতদিন যায়। Overall Satisfied,1
ভালো পাওয়ার ব্যান্ক। রিমেক্স একটা ডাটা ক্যাবল দিছে। পাউচ টা একটু ছোট ভালো হতো।,1
প্রোডাক্ট অথেন্টিক তিনবার চার্জ পারবেন recommend যায়,1
আলহামদুলিল্লাহ ভালো প্রোডাক্ট পাইসি daraz ধন্যবাদ দামটা কম ভালো হতো,1
অতেন্টিক প্রোডাক্ট ইউজ করছি চার্জিং স্পিড ভালো প্রিমিয়াম একটা লুক পাওয়া যায় এককথায় সেটিসফাউড,1
এক নম্বর জিনিস সবাই কিনবেন এক নম্বর জিনিস সবাই কিনবেন এক নম্বর জিনিস সবাই কিনবেন কয়দিন ভালোটাকে দেখার বিষয়,1
সেলার ভালো অরজিনাল পাওয়ার ব্যাংক দিয়েছেন প্রথমে QR কোড করতেছিলনা কল দিয়ে বুঝিয়ে দিয়েছেন ভালো একটা প্রোডাক্ট আপনারা আশা ঠকবেন,1
অরিজিনাল প্রোডাক্ট নিশ্চিন্তে পারেন। সার্ভিসও ঠিকঠাক আছেব্যাটারি ব্যাকআপও আছে। সেলারকে একটা সাজেশন চাই যেপ্রোডাক্ট বাবল রেপিং দিলে ভালো নড়াচড়া ড্যামেজ হওয়ার শংকা ওভারঅল সবকিছু ঠাক রেটিং।,1
প্রোডাক্ট একদম ইনটেক অরিজিনাল ছিল। ধন্যবাদ সেলার কে। দারাজের বাক্সের অবস্থা খুবই করুণ হচ্ছিল বাক্সের বুলডোজার । ভয়ে ছিলাম মেইন প্রোডাক্ট নষ্ট ।,1
যেমনটা ভেবেছিলাম ভালো প্রোডাক্ট প্রোডাক্ট হাতে পেলাম সেলার ব্যাবহার ভালো চাইলে আপনারা,1
রিভিউতে দেখলাম সবাই বক্সের চারটা ইস্টিকার পেয়েছে পাওয়ার ব্যাংকের বক্সের স্টিকার ছিলনা। দয়া সেলার ভাই জানাবেন বাক্সের স্টিকার ছিলনা সাথে ছি টাইপ কেবলটা ভালো ছিলো। মোবাইল চার্জ দিলে তাড়াতাড়ি ফাস্ট চার্জিং হয়।তবে পাওয়ার ব্যাংকটা চার্জ একটু সময় লাগে। মিলিয়ে ভালো অবধি।,1
এক মাস রিভিউ দিচ্ছি। Use সেরা Power Bank এইটা। একদম অরিজিনাল প্রোডাক্ট পেয়েছি।,1
পার্সেলটা ভালো কিছুদিন ব্যাবহার রিভিউ দিলাম অরজিনাল পোডাক্ট। সন্তুষ্ট। চাইলে কিনতে পারেন।,1
একদম মনের পেয়েছি সেলারকে অসংখ্য ধন্যবাদ এতো সুন্দর কোয়ালিটিফুল একটা পণ্য পৌঁছে দেওয়ায়,1
আলহামদুলিল্লাহ্ ভালো মানের প্রোডাক্ট অরিজিনালটা পাইছি রেড হইছে ছাড়া আছে।,1
আলহামদুলিল্লাহ। এক কথায় অসাধারণ একটা পাওয়ার ব্যাংক। তিন রিভিউ দিচ্ছি। খুবই ভালো মানের একটা পাওয়ার ব্যাংক। চিন্তাভাবনা ছাড়াই পারেন। সেলার অসংখ্য ধন্যবাদ অরজিনাল একটা প্রোডাক্ট জন্য।,1
ভালোই। খারাপ না।আমাকে ভালো পন্য দিছে। ক্যাবল টা ভালোই দিছে। একদিন চার্জ করছিলাম ব্যাটারি। ভালো টা স্টার।,1
আলহামদুলিল্লাহ প্রোডাক্টটা ভালো সুন্দর এক ঘন্টা চার্জ এখনো যাক কিরকম সার্ভিস । আজকে হাতে পেলাম সেলার ভালো সুন্দর প্যাকেটিং সঠিক ঠিকানায় সঠিকভাবে সঠিক সময় পৌঁছে ধন্যবাদ দারাজ টিমকে,1
একেবারে অরজিনাল টা ধন্যবাদ,1
রিভিউ দিচ্ছি। এখনো আলহামদুলিল্লাহ ভালো সার্ভিস দিচ্ছে। mAh ভেবেছিলাম mAh ব্যাটারির ফোন ফুল চার্জ যাবে। ফুল চার্জ আরেকবার অর্ধেকের কাছাকাছি চার্জ যায়। ফাস্ট চার্জ অনেক।,1
দামে এতো ফিচার মানে পাওয়া ব্যাংক নেই।,1
আলহামদুলিল্লাহ মাস রিভিউ ভালোই সার্ভিস দিচ্ছে।,1
মোটামুটি ভালো,1
প্রডাক্ট ভাল ছিল।।।। মাসাল্লাহ।।কিন্তু প্যাকেজিং টা ভাল না।।অন্য প্যাকেটের সাথে। স্টিকার মারা ।।,1
খারাপ,1
মাস রিভিউ দিলাম দাম হিসেবে ভালোই ফুল চার্জ,1
দুপুর দুইটা বাজে চার্জে লাগাইলাম এক পারসেন্ট চার্জ পাওয়ার ব্যাংক হাতে পাইলাম চার্জ ঘন্টা চার্জ পরও এক পারসেন্ট চার্জ বাড়াতে পারলাম অনলাইন কেনাকাটার ভালো যাচাই নিবেন আবাল রিভিউ দেয়এ আবালদের আজকে খাইলাম। পণ্য ভালো নিবেন না।,1
পাওয়ার ব্যাংকের লুক কোয়ালিটি ভালো এমএইচ মিনিমাম সাড়ে পেয়েছি,1
অর্ডার করেছিলাম সেরকম পেয়েছি পন্যটা ভালই দেখব কেমন সার্ভিস,1
মোটামুটি ভালো দেখলাম। বাকিটা বুঝতে পারবো। ডেলিভারি পেতে সময় টা একটু লেগে গেলো।,1
ইনটেক পাইছি ভাল দেখি ডেলিভারি দিনে পাইছি,1
অথেন্টিক প্রোডাক্ট পাওয়ার ব্যাংক সাথে ফাস্ট চার্জিং ক্যাবেল দিলে ভালো হতো,2
পাওয়ার ব্যাংক টা খারাপ নামোটামুটি আছে।,2
ফাটা পাওয়ার ব্যাংক করব। প্রডাক্ট পাঠানোর চেক দিলে সমস্যা ভোগান্তি ভাল লাগে,0
চার্জ বেশিক্ষণ টিকে নাক্যাবলটা সুবিধাজনক নয়। খারাপ নাব্যবহার করতেছি।কিন্তু দামটা হয়েছে।,0
যেরকম করেছিলাম সেরকমই পেয়েছি। পারফরম্যান্স অনুযায়ী দামটা একটু বেশী হয়েছে। এমএএইচ ভালো চার্জ দেয়।,2
অরজিনাল প্রোডাক্ট দাম একটু প্রডাক্ট ভালো রিভিউ দিলাম পাঁচ এম এইচ বেটারি চারবার ফুল চার্জ পারবেন,1
Good one পাওয়ার ব্যাংকটা ওয়াটের চার্জার দিয়ে চার্জ দেয়া,1
আলহামদুলিল্লাহ মোটামুটি ভালো ধন্যবাদ দারাজ,1
power bank সপ্তাহের করছি ভলো। power bank লেখা mAh সত্যি কম mAh রয়েছে। মোবাইল ভালো চার্জ ভিতরে থাকে। usb fan light ভালো চলে। মোবাইল ফোনের নেন ইমারজেন্সি চার্জ দেওয়ার পারে। power bank সাথে light ভালো আলো দেয় অন্ধকারে।,2
গত বছরের নভেম্বরে কেনা ব্যস্ততার কারণে রিভিউ দেয়া সেপ্টেম্বর এখনো করছি প্রকার সমস্যা এটার ক্যাপাসিটি খুবই কম mha ব্যটারি চার্জ এটার চার্জ শেষ হয়ে যায়।,2
পণ্যটি খুবই ভালো এরকম পণ্য কখনোই পাইনি অসাধারণ এরকম পণ্য আপনারা কিনেন মত পথে বসতে,0
কার কালার সেলারের আচরণ ভালো ভাই পাওয়ার ব্যাংকে চার্জ থাকেনা দয়া কিনবেন,0
ভালো ফোন কুলার সর্বোচ্চ মিনিট চলতেছে শেষ,0
দেখেছিলাম তেমনটি গেলাম। মোবাইল চার্জ হলো। mah battery I am not satisfied,0
হাতে পেলাম এখনো করিনি বুঝবো কেমন।।।।।।।।।।।,0
জিনিসটি হয়েছে সেকেন্ডার প্রোডাক্ট আপাতত চলেছে সন্তুষ্ট হয়নি সেল নামে টাকা কমে জিনিস ধরিয়ে দিয়ে যায়,0
মোটামুটি চলবে। বেকআপ কম দেয় স্পিডও কম।,0
একদম বাজে টাকাগুলো বরবাদ,0
হাতে পেলাম। Order দিছিতাই পাইছি। ধন্যবাদ Daraz Delivery Man কে।,1
পাওয়ার ব্যাংকটি ভালো লেগেছে আপনারা চাইলে,1
আলহামদুলিল্লাহ আনেক ভালো,1
গত বছরের নভেম্বরে কেনা ব্যস্ততার কারণে রিভিউ দেয়া সেপ্টেম্বর এখনো করছি প্রকার সমস্যা এটার ক্যাপাসিটি খুবই কম mha ব্যটারি চার্জ এটার চার্জ শেষ হয়ে যায়।,1
আলাহামদুলিল্লাহ সবকিছুই হাতে পেয়েছি রিভিউ দিলাম একটা মোবাইল ফুল চার্জ যায়। দাম তুলনায় জিনিস টা সুন্দর ভালো সবাই কিনতে ধন্যবাদ।,1
সুন্দর ভালো Powar Bank দুইটার অর্ডার করেছিলাম টা ভালো পেয়েছি ধন্যবাদ।,1
রাইস হিসেবে প্রোডাক্ট পারফেক্ট ডেলিভারি সঠিক সময়ে পেয়েছি থ্যাংক ইউ seller k,1
সুন্দর ভালো Powar Bank দুইটার অর্ডার করেছিলাম টা ভালো পেয়েছি ধন্যবাদ।,1
পাওয়ার ব্যাংক টা যেমনটা করেছি চাইতে অনেকটা ভালো।।। পাওয়ার ব্যাংক টা অনেকটাই খুশি।।। জীবনের প্রোডাক্ট লাইক।।।।,1
খুবই ভালো একটা প্রোডাক্ট। ভালো লেগেছে সবকিছুই আছে। ধন্যবাদ প্রিয় বিক্রেতা ভাইয়েরা।,1
আলহামদুলিল্লাহ কমদামি POWER BANK মোবাইল চার্জ একটা সুবিধার USB লাইট জ্বালিয়ে সময় আলো ধন্যবাদ,0
জিনিসের তুলনায় কথা যাই হোক। দামের আশা না। সত্য কথাটা সত্যি জিনিসটার ক্যাপাসিটি একটু হয়েছে।,2
দামে ভালো ভালো mAh থাকলেও আসলে mAh সময় পারলেও Emergency তে আসবে।,2
খুবই ভালো সুন্দর দুইটা নিয়েছি দুইটাই ভালো ধন্যবাদ।,1
ভাই প্রোডাক্টটা অত্যন্ত ভালো ভালো দারাজ অর্ডার জিতে গেলাম,1
দম কম আছেকিন্তু প্রডাক্ট এতো টাও ভালো নাএকটা ফোন চার্জ হওয়ার পাওয়ার ব্যাঙ্ক চার্জ শেষ হয়ে যায়,2
সেম পণ্য দেওয়ার ধন্যবাদ,1
আলহামদুলিল্লাহ হাতে পেলাম কোয়ালিটি মাশাল্লাহ ভালো সার্ভিসটা ভালো দিলে হয়। ধন্যবাদ দারাজের সাপ্লাইয়ের সকল সদস্যদের।,1
ছোটখাটো কাজের ফোন চার্জে একদমই দাম হিসেবে একদমই,1
কেও চাইলে ভালো,1
পাওয়ার বাংকটা এক কথা অস্থির মাস হয়ে গেলো ধন্যবাদ সেলার ভাইকে।,1
এক কথাই অসাধারণ ধন্যবাদ সেলারকে,1
আলহামদুলিল্লাহ নিসি কম টাকায় ভালো আপনারা সবাই,1
power Bank ভিতরে মোবাইল চার্জ পিন ভাঙ্গা,0
দাম পাওয়ার ব্যাংক টা ভালোই ছোট ছোট গ্যাজেট ব্যাবহার মোবাইল চার্জ দিলে মোবাইল ক্ষতি হবে। বিল্ড কোয়ালিটি মোটামুটি। রেকমেন্ড যায়।,1
নষ্ট হয়ে তাড়াতাড়ি,0
পাওয়ারব্যাংকের ভালো পাওয়ারব্যাংক কমই দেখছি আমি। টা কিনেছি। কিনলাম। আরেকটা ছিলো নীল রঙের। টা গিফ্ট করেছি। দাম খুবই ভালো পাওয়ারব্যাংক। MiX ফুল চার্জ হয়ে যায় পাওয়ারব্যাংকে ফুল চার্জ থাকে। ছোটখাটো ভালো জিনিস,1
একদমই ভালো না। ঠিকমতো ফোন চার্জ না। ব্যাটারি ফুলে যায়। কাজের না। নিয়েন না। চেয়ে টাকা বাড়ায়ে Baseus জিনিস নেন,0
বাজে powerbank টাকেউ লস খাইয়েন নাamr maph ar phn ar upor charge utha na tahola r ki bolboai shop r seller ka sobai বয়কট,0
nice products আলহামদুলিল্লাহঅনেক পছন্দ হয়েছে,1
পাওয়ার ব্যাংক টা ভালো। ব্যাকআপ ভালো পেয়েছি। mah মোবাইল চার্জ হয়। মাস ব্যাবহার রিভিউ দিচ্ছিl,1
এক বছরের হয়েছে নিয়েছিলাম দশ হাজারএমপিয়ার।আমার ফোনের ব্যটারি ছয় এমপিয়ার।ফুল চার্যে চার্য যায়কিন্তু ভাল চলতেছে ইনশাআল্লাহ।ধন্যবাদ ধারায কে।,1
খুবই স্লো চার্জ প্রোভাইড ফোনে ফাস্ট ক্যাবল দিয়েও ট্রাই দেখলাম বাকিদের রিভিউ ভাবছি চার্জ মোটামোটি তাড়াতাড়ি জন্যই অর্ডার দিছিলাম এমার্জেন্সি ফাস্ট চার্জ একদমই recommended ফোন পুরো রাত চার্জে রাখতে চাইলে এইটা যায় ব্যাংক ফুল চার্জ হওয়ার mAh ফোনে ফুল চার্জ যায় পরের ব্যাংক টা ফুল চার্জ ঘন্টা লেগে যায় হিসেবে ফোন স্লো চার্জ ডেলিভারি রাইডার সার্ভিস ভাল,1
পাওয়ার ব্যাংক টা ভালো কোয়ালিটির অর্ডার নিশ্চিন্তে,1
আলহামদুলিল্লাহ পন্যটি ভালো চলছে,1
মোটামুটি চলবে ভালো একটা খারাপ,2
পন্য প্যাকিং বাবল র্যাপিং দিয়ে এজন্য স্টার কম দিলাম। ব্যাটারি ব্যাকাপ ভালই মোবাইলের পাওয়ার ব্যাংক গ্যাজেট পোর্টেবল ফ্যান হয়েছে।,0
পাওয়ার ব্যাংকটা ভালই।মোবাইল মিনি ফ্যান ভালই যায়।,1
জিনিস টা ইনটেক ভালো বুঝতে পারবো ভালো ইনশাআল্লাহতবে power bank er shate akta usb cable dile valo hoto,2
প্রোডাক্টটি চেয়েছিলাম তেমনটাই পেয়েছি এজেন্টকে ধন্যবাদ সঠিক প্রোডাক্টটা জন্য।কিন্তু প্রোডাক্ট কেবল পায়নি। সবকিছুই ভালো। প্রোডাক্টটি কেমন রিভিউ দেব,2
আশা কিনছিলাম এক মাস পারছি নষ্ট হয়ে,0
একদম ওরজিনাল রিভিউ দিচ্ছি একদম ফ্রেস অবস্থায় হাতে ডেলিভারি হয়েছে দাগ দেখিনি ফোন amh ব্যাটারি চাজ দিছিলাম পাওয়ার ব্যাংক দিয়ে হওয়ার দেখি দাগ কমেছে গুলা টাকায় বিক্রি টাকায় পাওয়ার ব্যাংক সহো হোম ডেলিভারি পেয়েছি অসংখ্য ধন্যবাদ সেলার ভাইয়া উদ্দেশ্য বলবো আপনারা চোখ বন্ধ,1
পাওয়ার ব্যাংকটা ভালোই চলেছে। কয়েকদিন ব্যবহারের ছাড়া হঠাৎ করছেনা। চার্জ হচ্ছেও অন্যকিছুও চার্জ হচ্ছেনা। দিনের ভালো সার্ভিস অন্যকে রিকমেন্ডও করেছিলাম। ইলেকট্রনিক জিনিস নষ্ট খারাপ লাগলো সেলারের ব্যবহার। সেলারকে বিষয়টা জানানোর সেলার মেসেজগুলো দেখেও রেসপন্সই করছেনা। সবাইকে বলবো দেখেশুনে ভালো সেলারের পণ্য নিবেন। মত ভুল না।,0
প্রিমিয়াম মনেহচ্ছে। প্যাকেজিং ভাল ছিল। ডেলিভারী পেলাম। আপাতত আছে। কেমন সার্ভিস দেয় দেখার বিষয়।,2
দারাজের আশা প্যাকেজিং খুবই বাজে প্রাডাক্টটা ভালো,2
প্রোডাক্টটি সুন্দর। বিল্ড কোয়ালিটি ভালো। মার্কেট প্রাইস কমে পেয়েছি। সন্তুষ্ট।,1
মাস রিভিউ দিচ্ছি প্রথমতো ধন্যবাদ জানাই Honestime সুন্দর প্যাকেজিং সেলার হেল্পফুল ছিলো সেলার কল অর্ডার কনফার্ম পণ্য ডেলিভারী পাবার একদিন honestime কল পণ্য ঠিকঠাক ডেলিভারি পেয়েছি কিনা । সেলার প্রোডাক্ট ডেলিভারি,1
ভালো করেছিলাম ততটা ভালো নয়। পাওয়ার ব্যাংকের সাথে ক্যাবল নাই। mah সেট তিনবার চার্জ গেছে। প্রতিবার চার্জ দেওয়ার পূর্বে মোবাইলে চার্জ থাকতো।,1
এইটা একটা জিনিস ভীষণ ভালো অনেকদিন রিভিউ দিলাম,1
আলহামদুলিল্লাহ অরজিনাল প্রোডাক্ট পেয়েছি সাথে গিফ্ট ম্যাক্স ।খুব দ্রুত ডেলিভারি দিয়েছে। ভাইয়ের সাথে ফোনে কথা হয়েছেতার ব্যাবহার ভালো অনেস্ট টাইম ইন্টারন্যাশনাল একটা বিশ্বস্ত প্লাট ফর্ম। নির্দ্বিধায় এখান পণ্য পারেন। প্যাওয়ার ব্যাংক mAh battery প্লাস চার্জ পেরেছি সন্তুষ্ট । ধন্যবাদ।,1
মিলিয়ে পাওয়াব্যাংক টাকার পড়েছে ফ্রি মাস্ক পেলাম। অনেকগুলো স্টোর খুজে পেজ টা ট্রাস্টেড হয়েছে প্রধান মাসের ওয়ারেন্টি রিভিউ ভালো কেনার য় চলছে ভালোই সার্ভিস দিচ্ছে যদিওবা একটা ইউস করিনা। প্রোডাক্ট অরিজিনাল পেয়েছি ওয়েবসাইট চেক । সবমিলিয়ে দাম একটু ওয়ারেন্টি সঠিক পন্য পাওয়ায় হচ্ছেনা বেশি। অন্যান্য স্টোরে যেটা দেখিনি। দেখার বিষয় কয়দিন কেমন চলে। ধন্যবাদ HonesTime International,1
প্রোডাক্ট টা আজকে হাতে পেলাম। বারকোড স্ক্যান আসল পাওয়া গেছে। চার্য ছিলো ইউজ করলাম।প্রোডাক্ট নেওয়ায় সময় রিভিউে দেখলাম ব্যাপক সেলারের প্রশংসা সেলার সাথে যোগাযোগ সাথে একবারও যোগাযোগ নাই।,0
সবকিছু ঠাক ব্যাবহারের অভিজ্ঞতা জানাতে পারবো।,2
অসাধারন পারফরম্যান্স। ধন্যবাদ সেলারকে। ধন্যবাদ দারাজ,1
মাস ব্যাবহার করছি ভাবলাম লেখা পারফরম্যান্স ভালো ছিলো ভেবেছিলাম মাস কেমন দরকার তারপরে রিভিউ দেবো সন্তুষ্ট অরিজিনাল যেমনটা আশা করেছি তেমনই পেয়েছি। ফাস্ট চার্জ গিফট ধন্যবাদ।,1
দারাজে বিশ্বাসযোগ্য সেলারদের মাঝে একজন খুশি নিঃসন্দেহে আপনারে প্রয়োজন,1
অসাধারণ সার্ভিস। সাথে মাস্ক গিফট পেলাম।পাওয়ার ব্যাংকটাও স্ট্যান্ডার্ড।সার্ভিস ভালো দিলেই হয়।,1
আলহামদুলিল্লাহ ভালো প্রোডাক্ট। ভালো।,1
জাতীয় পাওয়ার ব্যাংক দীর্ঘদিন সবচেয়ে উপযোগী পাওয়ার ব্যাংক কথা বললে Baseus Adaman series পাওয়ার ব্যাংক রিকমেন্ডেড,1
আলহামদুলিল্লাহ মাস রিভিউ দিচ্ছি জেনুইন প্রোডাক্ট ছয় মাসের সার্ভিস ওয়ারেন্টি পেয়েছি। চার্জ w চার্জার আট ঘন্টা লাগে mAh এটিতে মূলত mAh mAh মোবাইল চারবার Full চার্জ যায়। ভালো মানের পাওয়ার ব্যাংক কিনতে টাকা খরচ হয়েছে।,1
একদম ফালতু মাস যেতেই নস্ট হয়ে গেসে,0
প্রোডাক্ট ভালো ছিলো। চার্জ দ্রুত হয়।,1
দারুন জিনিস ফাস্ট চার্জিং আছে। চার্জ দিলে ফোন গরম ফোনের সমস্যাও পারে। একসাথে দুইটা ফোন চার্জ দেয়া যায়। টাইপ টাইপ দিয়েও ইনপুট দেয়া যায়।,1
অরিজিনাল প্রোডাক্ট দ্রুত ডেলিভারি পেয়েছি। ফোন চার্জ করেছি পাওয়ার ব্যাংকে। mah ব্যাটারির ফোন ফুল চার্জ চার্জ থাকে। বিল্ড কোয়ালিটি প্রিমিয়াম স্টাইলিশ।,1
অথেন্টিক প্রোডাক্ট দিনের ভিতর পেলাম মাশাল্লাহ ভালো,1
দামে ভালো প্রোডাক্ট। ফোনে চার্জ আরো একটু দ্রুত উঠলে ভালো হইতো।,2
প্রথমে বলব সেলারের কথা বিশ্বস্ত সেলার। ভালোভাবে প্যাকেজিং পাঠিয়েছেন।আমি জলদিই হাতে পেয়েছি। সেলারের ভালো। ডেলিভারি ভালো ব্যবহারই করেছেন। প্রোডাক্ট কথায় আসি প্রোডাক্ট আলহামদুলিল্লাহ অথেনটিক হচ্ছেব্যবহার যাবে। সবমিলিয়ে খারাপ চাইলে পারেন।,1
সপ্তাহ রিভিও লিখছি সমস্যা হয়নি। ওয়েবসাইটে ভেরিফিকেশন পারায় সন্দেহ রয়েছে অথেন্টিক প্রোডাক্ট কিনা সেলার দাবী জয়রুমের ওয়েবসাইটে সমস্যা রয়েছে বিশ্বাস ফেরত পাঠালাম না।,1
দি রিভিউ দিলাম দুইবার ফুল চার্জ দেয়া স্প্রিড ভালো,1
আলহামদুলিল্লাহ জেমন চাইছি পাইছি,1
আলহামদুলিল্লাহ পাওয়ার ব্যাংটি ভালো। যেমনি চেয়েছি তেমনি পাইছি।সেলার ভালো ছিলো। কিনতে কিনতে পারেন।,1
ব্যাটারি ব্যাকাপ ভালো। মাল্টিপল ডিভাইস একসাথে চার্জিং ভালো স্পিড থাকে। গরম কম ভালো দিক। পরিবারের আরো একটা,1
প্রোডাক্ট হাতে পেয়েছি । প্রোডাক্ট ভেরিফিকেশনে অথেনটিক প্রোডাক্ট দেখায় না। বিষয়টা খারাপ লাগলো।,0
ভালো পাওয়ার ব্যাংক। আপনারা চাইলে সবাই পারেন। ধন্যবাদ জানাই ডেলিভারি ম্যানকে সুন্দর পৌছিয়ে দেওয়ার জন্য।,1
The given QR code for check authenticity is fake that means the product doesn’t belong to JOYROOM প্রোডাক্টের গায়ে দেয়া QR কোডটি স্ক্যান প্রোডাক্টের তথ্য পাওয়া যায়নি প্রোডাক্টটি ক্লোন অথেন্টিক নয়।,0
প্রোডাক্টটা ভালো,1
অস্থির প্রোডাক্ট ফাস্ট চার্য সাপোর্ট বছর রিভিউ দিচ্ছি টাকায় অসাধারণ প্রোডাক্ট,1
যেমনটা চেয়েছিলাম তেমনটাই পাইছি ধন্যবাদ দাঁড়াজকেএবং সেলার চাইলে অর্ডার তিন দিনের পাইছি,1
পেকেজিং খুবই বাজে। ডেলিভারি দেরি করেছে। power bank ভালো অরিজিনাল।,2
আলহামদুলিল্লাহঅথেনটিক অরিজিনাল প্রোডাক্ট পাইছি।সবকিছু আছে।হাইলি রিকমন্ডেড।স্যাম জোন রিভিউ কিনছি জিতছি।,1
এমনিতে ভাল হইছে প্রোডাক্টের সাথে থাকলেও সেলার অবশ্যই আউটফুটে ইঞ্চি লম্বা একটা ক্যাবল ছিল। ইনপুট ক্যাবল মোবাইলের টা দিয়ে চালানো যায় আউটপুট ঝামেলা। ক্যাবল ছাড়া একদম রশি ছাড়া গরুর মত।,0
একদম অরিজিনাল। তে ভাউচার ক্যাশব্যাক দাম পড়েছে টাকা।কেউ বাজেটের পাওয়ার ব্যাংক কিনতে মতে নিঃসন্দেহে চয়েজ উচিৎ পাওয়ার ব্যাংক টা। ডেলিভারী ম্যান ভালো ছিলো।,1
