cleaned,Sentiment
আলহামদুলিল্লাহ প্রডাক্ট ভালো পেয়েছি  টাকা দাম পড়ছে স্ক্রিনপ্রটেকটর সহ  বাকি   যদি কেউ কলিং ফিউচার সহ এই ঘড়ির সকল ফিউচার পেতে চায়   কিন্তু বাজেট কম  তাদের জন্য দারাজে   এর মধ্যে সেইম ফিউচার সহ ওয়াচ আছে  এই টা একটু ভালো বেশি,1
প্রোডাক্ট ভাল  ইউজার ফ্রেন্ডলি  মিডিয়ায় ইউজে   দিন যায় এক চার্জে  তবে কেউ ডিসপ্লে প্রটেকশন ইউজ করবেন না  সেলার ম্যাসেজ সিন করে না সহজে  এই প্রোডাক্ট টা ডেলিভারি পাইতেও সময় লাগছে বেশি,1
সাতদিন ব্যবহার করে তারপরে জানাচ্ছি যে পণ্যটি গুণগত মান সেবা এবং ব্যাটারি ব্যাকআপ সবকিছুই ঠিক আছে মানসম্মত  যদি কেউ কেনার আগ্রহী থাকেন অবশ্যই নিতে পারেন এতে আপনার কোন ভুল সিদ্ধান্ত হবে না ,1
আমি একমাস ইউজ করার পর রিভিউ দিলাম  বাজেট হিসেবে ঘড়িটা অনেক ভালো    দিন খুব ইজিলি চার্জ থাকে  আমি সেভারেল টাইমে তিনটা অর্ডার করেছিলাম  আর তিনটাই খুব ভালো সার্ভিস দিচ্ছে ,1
ঘড়িটা খুবই ভালো লেগেছে  ভাবসাব পুরোই              খুবই স্মুথ  অ্যামোলের ডিসপ্লের কোয়ালিটি  সেন্সর ও টাচ রেসপন্স খুবই অসাধারন ,1
আসসালামু আলাইকুম    আলহামদুলিল্লাহ ঘড়িটা নিয়ে নিলাম দিন হলো  বক্স একদম ইনটেক পাইছি  সব কিছুই ঠিকঠাক আছে  গোছল  স্বলাতের সময় অযু ও এছাড়াও হাত মুখ ধোয়ার সময় ভিজায় সমস্যা হচ্ছে না আপাতত বাকি টা আল্লাহ ভরসা দেখি কতদিন যায়  কেউ নিতে চাইলে সংকোচ না করে নিতে পারেন ইংশাআল্লাহ ,1
বাজে প্রডাক্ট কেউ কিনবেন না  কেনার  দিন পর থেকে স্পিকার কাজ করে না এত দাম দিয়ে কিনে মনটাই খারাপ হয়ে গেছে  আমি এর আগে দারাজ থেকে অনেক কিছু কিনেছি কখনো হতাশ হয়নি কিন্তু এইবার হতাশ  এত দাম দিয়ে কিনে যদি  দিন না চালানো যায় তাহলে কিনে কি লাভ  এত রিভিউ দেখে কিনলাম কিন্তু খারাপ প্রডাক্ট ই দিলো   বয়কট দারাজ  বয়কট সেলার,0
কি বলবো ভাই একটা বাজে প্রোডাক্ট গত তিন মাস আগে আমি নিয়েছিলাম কিন্তু দুমাস পরে যে অফ হয়েছে কিন্তু আর অন হয়নি একটা বাজে ফটো এতটা এত দামের প্রোডাক্ট এরকম হবে আমি ভাবতে পারিনি তোমায় আমি প্রতারিত হয়েছে আপনারা কেউ প্রতারিত হবেন না,0
নষ্ট ঘড়ি দিয়েছে  চার্জে লাগিয়েও অন হয় না  ইনটেক ছিল না  সিল ছেড়া ছিল   ,0
নষ্ট ঘড়ি দিয়েছেন  চালু হচ্ছেনা  চার্জে লাগিয়ে রাখলেও অন হয়না  প্রথম অর্ডার ছিলো এটা আমার  খুবই হতাশ হলাম  রিটার্ন করতে চাই ,0
দেড় মাসের মত হইচে ঘড়িটা কিনচি  এহন অপেন হয় না  চার্জ দিলে অন হয়  খুললেই বন্ধ হয়ে যায়  চার্জও হয় না ,0
 মাস ব্যবহার করতে পারিনি  নষ্ট হয়ে গেল  ছাত্রজীবনে কষ্টের জমানো টাকায় কিনেছিলাম অনেক সখ করে  এমন নিম্নমানের পণ্য দিয়ে এভাবে মানুষ কে ক্ষতিগ্রস্ত করবেন না প্লিজ  আমার কষ্টের জমানো টাকা ছিল,0
অর্ডার করছি ব্লাক টা দিছে সাদা টা কেমন লাগে তবে বেলটা সফল ছিলো,0
ঘড়িটা দুইদিন ব্যবহার এর পর স্পিকারটা নষ্ট হয়ে গেছে   চার্জ দেখায় কিন্তু চার্জের থেকে খোলার পর   হয়ে যায়,0
পুরাই ফালতু বলেছিল    কিন্তু না ডিসল্পেতে ঠিকমতো বসেই নি এজগুলো বড় ছিল   দিন পরে এমনিতেই উঠে গেছে পুরো টাকাটাই নষ্ট   ,0
খুবই বাজে প্রোডাক্ট দিছে  কেউ কিনবেন না  আমাকে দিছে একজনের ব্যবহার করা ঘরি  এতে চার্জ একদম থাকে না ,0
ফালতু সেলার ইউজ করা ঘড়ি দিয়ে দিছে  কেউ এই সেলার এর কাছ থেকে কিনবেন না   ,0
                দাম অনুযায়ী সবকিছু ঠিকঠাক পাইছি  আইপি  এটা পরে আমি অজু করেছি পানি ঢোকেনি  সবথেকে ভালো লাগছে এর চার্জিং এনিমেশন  পুরাই অ্যান্ড্রয়েড ফোনের মত    যারা একটি এই দামের মধ্যে স্মার্ট ওয়াচ নিতে চাচ্ছেন তাদের জন্য এটা রেকমেন্ড থাকলো  সব কিছু ঠিক আছে কিন্তু এখন দেখছি ডিসপ্লে টা আস্তে আস্তে নষ্ট হয়ে যাচ্ছে  যেটা খুবই দুঃখজনক এত টাকা দিয়ে ঘড়ি কিনে যদি ছয় মাস ও ব্যবহার করা না যায় তাহলে তো টাকার কোন মূল্যই নেই  ভুল করেছি  সবাই এটা কেনার আগে সাবধান থাকবেন ডিসপ্লেটার ব্যাপারে  দুই মাস হয়নি আমার এরকম হয়ে গেছে    ,0
কেউ কিনবেন না  বাজে প্রোডাক্ট  আমি প্রোডাক্ট রিটার্ন করে দিয়ে টাকা ফেরত নিয়েছি  আপনারা কেউ কিনবেন না ,0
কেনার দুইদিন পর মাইক্রোফোন নষ্ট হয়ে গিয়েছে                  ,0
প্রোডাক্ট কোয়ালিটি ভালো  আজ  দিন     করে        দিচ্ছি  এই কয়দিন                   করেই     করেছি  তবে গত  দিন ধরে দেখছি যে খুব দ্রুত চার্জ হয়ে আবার খুব দ্রুত চার্জ শেষ হয়ে যাচ্ছে মাত্র  দিনে  আগে যা ছিল  দিন         এর দৃষ্টি আকর্ষণ করছি ,0
ভালো ছিল কিন্তু         কাজ করে না একটু দূরে থেকে নিতে হয়,2
    এক কথায় অনেক ভালো  দুই থেকে তিন দিন চার্জ থাকে  নিতে পারেন যাদের পছন্দ হবে  কিন্তু  ঘড়িটা ভালো আছে ,1
 টাকায় কেনা স্মার্ট ওয়াচটি দারুন  অরিজিনাল প্রোডাক্ট  হাইলি রিকমন্ডেড ,1
কম দামে অসাধারণ একটা ঘড়ি   সবাই নিতে পারেন  ,1
ঘরিটি অনেক ভালো হয়েছে  চার্জ অনেক বেশি থাকে  ধন্যবাদ সপ সেলার ও দারাজকে সুন্দর একটি প্রডাক্ট ডেলিভারি করার জন ্য,1
ঘড়িটার সাইড থেকে ভেতরের সবকিছু দেখা যায়   ঘড়িটার স্পিকারে সাউন্ড একেবারেই কম বলতে গেলে ইয়ারফোনের মত সাউন্ড কাছে না নিলে শোনা যায় না একদম বাজে কোয়ালিটির একটা প্রোডাক্ট   হ্যালো লেখা যে পিকটা ওইটা অর্জিনাল আমাকে যেটা দেওয়া হয়েছে ওইটাতে কোন ধরনের হ্যালো লেখা ছিল না দুই নম্বর জিনিস টা দেওয়া হয়েছে,0
ভাই ওনার কাছ থেকে যে এই প্রোডাক্টটি নিবেন   সে প্রতারিত হবেন  এটাতে কোনই সন্দেহ নেই কারণ কোয়ালিটিটা একেবারেই বাজে আমি রিটার্ন করেছিলাম কিন্তু সেটা পরিবর্তন করে না দিয়ে বরঞ্চ সেই প্রোডাক্টটি আমাকে আবার দিয়েছে  আমি দারাজ কর্তৃপক্ষের দৃষ্টি আকর্ষণ করছি এরকম সেলারদের জন্য দারাজের বদনাম হচ্ছে  অনুগ্রহ করে এই বিষয়টি নজর রাখুন,0
আমি কয়েকটা রিভিউ দেখে নিছিলাম  কিন্তু ভাবতেও পারি নাই প্রোডাক্ট এমন হবে পুরা একটা ধোকা খাই লাম  রিটার্ন করে দিবো আর আমি সাজেস্ট করবো কেউ নিবেন না তবে পেসেজিং টা খুব ভালো ছিলো ,0
চার্জ থাকেনা বললেই চলে  কয়েক ঘন্টা  আর মোবাইল কানেক্ট করা থাকলে তো কথাই নাই    ঘন্টায়ই শেষ ঘড়ির টাইমও বারবার আবোলতাবোল হয়ে যায়  একবার ঠিক করলে   ঘন্টা পরই আবার টাইম পালিটে যায় আর যে বেল্ট টা দেয়া হয়েছে সাথে ওইটা এনেক লুজ এবং লো কয়ালিটি  বারবার খুলে যায়  দাম কম তবে মান আরো কম  যাস্ট ব্রেসলেটের মতো হাতে পড়ে থাকতে চাইলে নিতে পারেন ,0
বেল কোয়ালিটি অনেক ভালো কিন্তু চার্জিংয়ের প্রবলেম অনেক চার্জ করলে আগুনের মতো গরম হয়ে যায় ফোনের সাথে কানেক্ট করলে দুই ঘন্টায় চার্জ শেষ হয়ে যায় বাকি সবকিছু ভালো,2
একেবারে বাজে ওয়াটারপ্রুফ লেখা আছে কিন্তু পানিতে ভিজানোর পর আর ডিসপ্লে আসছে না হালকা পানিতে একটু সময়ের জন্য ভিজে যাওয়ার পর আর ডিসপ্লে তে আলো আসছেনা বাজে প্রোডাক্ট আমার টাকাটাই নষ্ট     ,0
সময় ঠিক মতো দেখায় না সকালে ঘরি আর ফোনের সময় সমান রাখলে তারে দেখি মোবাইলের থেকে ঘরির টাইম   মিনিট পিছিয়ে ঘরির মূল কাজ সঠিক সময় দেখানো  সেটাই এই ঘরির সমস্যা  ,0
বারবার রিকোয়েস্ট করে বলছিস যদি লাল দিতে দিছে আমারে হলুদটা চাজ হাফ বেলা সফটওয়্যার কানেক্ট হয় যাদের টাকা বেশি কিনতে পারেন,0
একদম বাজে কেও কিনবেন না আমি কিনছি  দিন ব্যবহার করতে পারি নাই নষ্ট হইয়াগেছে চার্জ  ঘন্টাও থাকে না আমার  টাকাই লস,0
এক কথায় বলতে গেলে ঘড়িটা পুরাই ফালতু  চার্জ থাকে না  আর ডিসপ্লে টাও দেখতে বাজে ঘোলা দেখা যায়            অরজিনাল এর তুলনায় অনেক ছোট     ,0
টানা   ঘন্টা চার্জে রেখেও একদিন যায়নি চার্জ ব্যাকাপ  এভাবে   দিন সেম কাহিনি দেখার পর বাধ্য হয়ে প্রডাক্টটা রিটার্ন্ করতে হলো,0
প্রোডাক্টটা দেরিতে পাওয়ার পর ও ব্যাবহার করা প্রোডাক্ট দেওয়ার হয়েছে কেউ ই এখন এই প্রোডাক্টটা কিনবেন না,0
দারাজ থেকে এই প্রথম বাজে একটি অভিজ্ঞতা  প্রোডাক্ট টি সিল্ড প্যাক হলেও ভিতরে ময়লা ছিলো ডিসপ্লের এক অংশে কালো স্পট একদম নরমাল ইউজেও   ঘন্টা বেটারি বেকআপ একটু বেশি আশা করেছিলাম,0
              এটা দেখতে ভালো কিন্তুু ব্যবহার করা মত না এটার অনেক সমস্যা যা মুখে বলা যাবে না কেউ নিতে চাইলে বিবেচনা করে দেখবেন আর ভালো কিছু কিনতে চাইলে অবশ্যই মার্কেট থেকে কিনবেন আশা করি ,0
আমরা ঘড়ি কিনবো সময় দেখার জন্য সেই ঘড়ি যদি দিনে  বার সময় ঠিক করতে হয় তাহলে এমন ঘড়ি কিনে লাভ কি  স্বল্পমূল্য দেখে কেউ এই ঘড়ি কিনবেন না,0
চার্জ থাকেনা ফোন কানেকশন ছাড়াও একদিন যায় না আর ফোন কানেকশন দিলে তো আরো বাজে অবস্থা  ,0
এক কথায় অসাধারণ স্মার্ট ওয়াচ   খুবে ভালো আপনারা নিতে পারেন কম দামে         মোটামুটি ভালো তৈরি করেছে                    এইটা ভালো লাগছে                      কালার ও অনেক ভালো ,1
এটা খুব ভালো  দশ দিন ইউজ করার পরে রিভিউ দিলাম  কোন প্রকার সমস্যা নাই এটা খুব ভালো স্মার্ট ওয়াচ এক চার্জে প্রায় চারদিন চার্জ থাকে এটাতে অনেক ফিচার আছে  আপনারা চাইলে নিতে পারেন ,1
দশ দিন ব্যবহারের পর রিভিউ দিলাম  এই দামে ঘড়িটা মোটামুটি ভালো  কিন্তু ডেলিভারি সার্ভিস একটু খারাপ কারণ ডেলিভারি দেওয়ার কথা ছিল  তারিখে কিন্তু দিছে  তারিখে  আর ঘড়িটা চার্জ দেওয়ার সময় একটু গরম হয়ে যায় আর চার্জিং বেকআপ মোটামুটি  থেকে  দিন  আর মোবাইলের সাথে কানেক্ট করলে  দিন  ,2
খুবই ভালো     নিতে পারেন আপনিও    চায়না থেকে এসেছে তাই  দিনের মতো সময় লেগেছিল                        ,1
বেশ একটা পোদাক অনেক সুন্দর ফোনে কানেক্ট ছাড়া সাত দিন যায় একদিন চার্জ দিলে আর কানেট করলে একদিন যায় খুব ভালো লাগছে আপনারও নিতে পারেন সেলার ব্যবহার ভাল ছিল,1
আলহামদুলিল্লাহ ভালোই  আজকে হাতে পেলাম  আরেকটি অর্ডার করেছি  একটা প্রটেক্টর গ্লাস দিলে খুশি হতাম ,1
কি বলবো বুঝতে পারছি না  কখনো ভাবতেও পারি নি  এত কম দামে এত ভালো জিনিস                     ,1
ঠিক যেমন দেখেছি ছবির মতই প্রোডাক্টিভ হাতে পেয়েছি   আলহামদুলিল্লাহ সেলার অত্যন্ত ভালো প্রোডাক্ট দিয়েছে   ডাইরেক্ট চায়না থেকে ইমপোর্ট করা   যদিও একটু বেশি সময় নিয়েছে ডেলিভারি করতে কিন্তু সেম টু সেম প্রোডাক্ট দিয়েছে  ধন্যবাদ সেলার কে   সবাই নিতে পারেন   ,1
আলহামদুলিল্লাহ  স্মার্ট ওয়াচটি খুব ভালো  প্রায়  মাস ব্যাবহারের পর রিভিউ দিচ্ছি  প্রোডাক্ট   অরিজিনাল  যদিও হাতে পেতে অনেক দিন লেগেছে  এই প্রাইসের মধ্যে এটি বেস্ট একটি ওয়াচ একবার চার্জে ব্লুটুথ কানেক্ট ছাড়া প্রায়   দিন চলে এবং ব্লুটুথ কানেক্ট থাকলে প্রায়  দিনের মতো ব্যবহার করা যায় ,1
আলহামদুলিল্লাহ প্রোডাক্ট মোটামুটি ভালোই ছিলো কিন্তু আমার কাছে ডিসপ্লে কিছুটা ছোট মনে হয়েছে যাদের ছোট ডিসপ্লে দিয়েই হবে তারা নিতে পারেন দাম হিসেবে সব দিক থেকেই ভালো,2
রিটার্ন করে দিছি  দিন পর ডিসপ্লে কালো হয়ে গেছে  ডেলিভারি ম্যান অসম্ভব ভালো ছিল  ধন্যবাদ ডেলিভারি ম্যানকে  সঠিক ভাবে পন্য ঠিক জাগায় পৌঁছে দেয়ার জন্য,0
এই বাজেটে একদম আগুল লেবেলের একটা জিনিস ভাই    একদম চোখ বন্ধ করে নিশ্চিন্তে নিতে পারেন সবাই জোস একটা জিনিস ভাই  সেই ভালো লাগছে হুবহু সব কিছু,1
এই প্রাইজের ভিতরে প্রোডাক্টটা অনেক ভালো   টা সমস্যা সেটা হল আমি ফেস করছি যে ব্লুটুথ এ কথা বলা যায় না  তার কারণ হলো অনেক স্লো সাউন্ড  আরেকটা প্রবলেম হল যে সারাদিন ফোনের সাথে কানেক্ট না থাকলেই টাইম অটোমেটিক তিন চার মিনিট নরে যায়   দুই মাস ইউজ করে রিভিউ দিলাম এই প্রবলেম গুলা ব্যতীত সব ঠিক টাক আছে  ,2
আলহামদুলিল্লাহ দাম অনুযায়ী অনেক ভালো গড়ি পেয়েছি কিন্তু গড়িটিতে  ঘন্টার ফরমেট নেই  ঘন্টার পর আবার  থেকে শুরু হয় এটা ঠি করা ওচিত আর এপ থেকে ওয়ালপেপার দিতে গেলে ইরর দেখায় কেনো এমন হচ্ছে জানি না আপনারা ইচ্ছা হলে নিতে পারে এমনে স্টাইলিশ দেখায়,1
আমি ব্যবহার করে রিভিও দিচ্ছি খুব ভাল মানের একটা ঘরী আমি খুব সন্তুষ্ট হয়েছি এই ঘড়ি কেউ এই বাজেটে নিতে চাইলে নি সন্দেহে নিতে পারেন আশা করি ঠকবেন না আমি ব্যবহার করে মজা পাচ্ছি,1
যদিও ডেলিভারি নিয়ে অনেক ঘুরাইছে দারাজ  ঘড়িটা দাম হিসেবে মোটামুটি ভাল  ব্লটুথ কানেক্ট করলে সারাদিন চালাতে পারবেন  আর যদি ব্লুটুথ কানেক্ট ছাড়া ব্যাবহার করেন তাহলে  দিন ব্যাবহার করা যায়  সবশেষে বলতে গেলে হাজার টাকার ভিতরে অনেক সুন্দর একটি স্মার্ট ওয়াচ ,1
সত্যি বলতে অনেক ভালো জিনিস পেয়েছি  আমার কাছে পৌঁছাতে  দিন সময় লাগছে কিন্তু ভালো জিনিস পেয়েছি  চায়না থেকে আসার কারণে ভালো জিনিস টাই পেলাম সবাই নিতে পারেন,1
কেউ নিয়েন না চার্জ দুই দিনের বেশি যায় না আমি  টাকা পানিতে ফেলে দিলাম,0
এই ঘড়িটি অনেক ভালো আপনারা সবাই নিতে পারেন  এই ঘড়িটি হাতে পাওয়ার পর প্রথমে ভালো করে চার্জ দিয়ে নিতে হবে না হলে এটি অন হবেনা ,0
 দিন ব্যবহার করার পর রিভিউ দিলাম আলহামদুলিল্লাহ বিশেষ করে ওয়াচের ভেজেল লেস ডিস্প্লে টা অসাধারণ আমার দেখা এই বাজেট এর সেরা ওয়াচ এই বাজেট কেন  হাজার   বাজেটের ডিস্প্লে ও এরকম হয় না কোন ভেজেল নাই ফুল ডিস্প্লে এক কথায় অসাধারণ এবং অথেনটিক প্রডাক্ট দেওয়ার জন্য সেলারকে অন্তরের অন্তস্হল থেকে মোবারকবাদ জানাই  ,1
আলহামদুলিল্লাহ সেলার ইনটেক প্রোডাক্টটি দিয়েছে সময়মতো প্রোডাক্ট হাতে পেয়েছি কিন্তু কলমি         এই ঘড়িটা মনে হয় অযত্ন করেই তৈরি করেছে এর ফিনিশিং মোটেও ভালো ছিল না               বেস্ট প্রোডাক্ট বাকি মডেলের স্মার্ট ওয়াচ গুলো তেমন একটা ভালো না ,0
আলহামদুলিল্লাহ ডেলিভারি টাইমের  দিন আগেই পেয়ে গেলাম   যেটা চেয়েছি সেটাই দিয়েছে   ধন্যবাদ দারাজ ,1
দারুন একটা প্রডাক্ট যেমন চেয়েছি তেমনটাই পেয়েছি ধন্যবাদ সেলার ভাইকে ডেলিভারির ভাইয়ার ব্যাবহার অনেক ভালো তাকে আমার পক্ষ থেকে অনেক অনেক    ,1
আলহামদুলিল্লাহ ভালো  ফোন         ছাড়া বেশ কয়েক দিন চালানো যাবে মনে হচ্ছে ,1
অনেক সুন্দর একটা ঘড়ি আপনারা সবাই নিতে পারেন ,1
ওয়াচটা ভালো ছিলো  যদিও আরেকটু আগে আসবে বলে আশা করেছিলাম  কিন্তু সময়ের আগেই হাতে পেয়েছি  স্ক্রিন কোয়ালিটি  বিল্ড কোয়ালিটি  চার্জিং স্পিড  ওয়ারলেস কানেকশন সবই ঠিক আছে  এই বাজেটে এইটা ভালো একটা প্রোডাক্ট ,1
ডিজাইন অনেক সুন্দর  চার্জ ব্যাক আপ মোটামুটি ভাল  তবে ঘড়িতে থাকা চার্জিং ম্যাগনেট একদম দুর্বল  হালকা নড়লেই খুলে যায়,0
এসব সেলারকে এড়িয়ে চলার পরামর্শ থাকবে  ইন্টেক্ট প্রোডাক্ট দেয় নি  একে বারে থার্ড ক্লাস সার্ভিস  আমি পরে ওদের সাথে যোগাযোগ করলে আমাকে বলে ওরা নাকি ইন্টেক্ট দিসে  আপনারাই বলুন আমি ডেলিভারি মেনের সামনে আনপেক করে ছবি তুল্লাম  এদের কাছ থেকে প্রোডাক্ট কিনলে কখন কি দিয়ে দেবে কোন গ্যারান্টি নেই ,0
ভাই মাত্র  দিন ব্যবহারের ডিসপ্লে নষ্ট হয়ে গেছে কেউ কিনে নিয়ে ধোঁকা খাবেন না,0
আজি প্রোডাক্টে হাতে পেলাম খুলে দেখিয়ে ডিসপ্লে অর্ধেক ফাটা কোন কাজই করেনা আজকেই রিটার্ন করতে যাচ্ছি,0
আমি ঘড়িটা পাইনি  ডেলিভারি দেখাইতেছে কেন  সেলার একদিন ফোন দিছিলো  পরের দিন আসতে বলেছি  পরে আর ফোন দেয়নি কিন্তু ডেলিভারি দেখাইতেছে এবং রিভিউ চাচ্ছে,0
অবশেষে একটা নষ্ট ঘড়ি পেলাম  একটু সতর্ক দরকার ছিলো সেলারের  খুবই বাজে ব ্যাপার,0
আলহামদুলিল্লাহ অনেক ভালো একটি পোডাক্ট   টাকার মধ্যে এতো ভালো একটি ঘড়ি পাবো ভাবতেই পারিনি  সেলার এর ব্যবহার ও বেশ ভালোই ছিল  আপনারা সবাই ঘড়িটি নিতে পারেন ,1
ধন্যবাদ দারাজ কে  দিনের মধ্যে পাইলাম আর প্রডাক্টটি যা অনুযায়ী ভালো আছে চাইলে আপনারা নিতে পারেন আমার প্রোডাক্টটি খুব ভালো মানের দিছিলো টাইডার্সকে অনেক অনেক ধন্যবাদ পরবর্তীতে যেন সবাইকে ভালো একটি প্রোডাক্ট দেয় আমার মত  ,1
খুব ভালো হয়েছে  আপনারা চাইলে নিতে পারেন আমি প্রথম মনে করি ছিলাম ভালো হবে না কিন্তু হাতে নেওয়ার পরে দেখি খুব সুন্দর,1
আলহামদুলিল্লাহ কম বাজেটের মধ্যে অনেক ভাল একটা ঘড়ি আপনারা চাইলে নিতে পারেন   ,1
দামের তুলনায় সকল দিক থেকে আমি সন্তুষ্ট  শুধুমাত্র চার্জিং এর দিক থেকে নয়  চার্জ শুধুমাত্র   ঘন্টার মতো থাকে  বার বার হাত থেকে খুলে চার্জ দেওয়াটা সত্যিসত্যিই খুব প্যারা  আর ডেলিভারি ম্যানের ব্যাবহার ততো বেশি একটা ভালো না ,0
আলহামদুলিল্লাহ  টাকা অনুয়ায়ী ঘড়িটি অনেক ভালো  ধন্যবাদ দারাজ কে ,1
দাম অনুযায়ী মাল ভালো দেখি সাভিস কেমন হয়,2
ঘড়ি টা ভালো কিন্তু মনে হয় সব ঘুড়িতে এই সমস্যা টা মনে হয় কল দিলে শদ্ব আসে না কেন জানি তারা মালটা ভালো ভাবে দেয় সমস্যা টা হলে যেখানে ঘুড়িটা বানানে হয় ঔইখানের এই সমস্যা টার সমাধান টা হলে ভালো হতো দারাজ শদ্ব আসে না কেন জানি কল দিলে আওয়াজ যাই না  ,0
হাতে পেয়েছি কিন্তু আজকে সারাদিন চেষ্টা করেও এটা কি মোবাইলের সাথে কানেক্ট করাতে পারিনি  ব্লুটুথ দিয়ে কানেক্ট হয়  কিন্তু কোন অ্যাপ সাপোর্ট করে সেটাই বুঝতে পারছি না ,0
 টাকার ঘড়ি দাম হিসাবে ভালো  কিন্তু আমার টা চার্জ বেশি সময় থাকে না    আরো জারা কিনছে তাদের টা কেমন জানি না ,0
আলহামদুলিল্লাহ আমি  টা নিয়েছি আরো দুইটা অর্ডার দিয়েছি  আপনারা চাইলে নিতে পারেন,1
আলহামদুলিল্লাহ  দিন পর হাত পেলাম ভালোই চাইলে নিতে পারেন ,1
যেহেতু এটি একটি  টাকা দামের              সেহেতু আপনি এটার থেকে দাম অনুযায়ী সুবিধা পাবেন  আমার মতে কারো বাজেট যদি কম হয় তাহলে এটা নিতে পারেন  আর বাজেট যদি বেশি হয় তাহলে এর চাইতেও ভালো             নিতে পারেন ,1
ভালো ছিলো   দিন অপেক্ষা করার পর আজ হাতে পেলাম  ডেলিভারি বয়টা খুব ভালো ছিল   চার্জ টা একটু কম থাকে  বাকি সব ঠিকঠাক  ,2
  থেকে  দিন চার্জ থাকে  দাম হিসেবে ভালো আছে ,1
দাম অনুযায়ী প্রোডাক্টটা অনেক আকর্ষনীয়  কিন্তু আমার প্রোডাক্টটায় ব্যাটারি ডিফেক্ট ছিল  চার্জ দিয়ে যদি রেখেও দেয়া হতো চার পাঁচ ঘণ্টার মধ্যে একদম জিরো   চার্জ হয়ে যাচ্ছিল  তাই রিটার্ন পাঠালাম ,0
ঘড়ি ভালো তবে              ছোট আর নিচের        এর মধ্যে লাইট জ্বলে না ,0
 টাকা হিসেবে ভালো কিন্তু   এর হিসেবে ততোটা ভালো বলা যাবে না,0
সবকিছু ঠিক আছে  কিন্তু ডিসপ্লে টা ছোট  ব্যাটারি ব্যাকআপ কম  দামের অনুযায়ী ঠিকা আছে ,1
দাম অনুযায়ী মোটামুটি ভালো তবে ব্যাটারি ব্যাকআপ কম,2
অনেক কম চার্জ থাকে  এছাড়া সব কিছু ঠিক আছে,2
ঘড়িটা অনেক শখ করে কিনেছিলাম সবদিক থেকেই মোটামুটি ভালো কিন্তু টাইম সেট করা যায় না   ,2
ফিতা টা বেশি ভালো না  আর চার্জ থাকেনা,0
পণ্য ভালোই কিন্তু আমি রিটার্ন করবো,2
                                                                                                                                                                                                         আমার কেন যানি মনে হচ্ছে  লোক দেখানো রিভিউ এগুলো  খুবই নিম্নমানের প্রোডাক্ট  ছবির সাথে পণ্যের মিল নাই  আমি কথা বলেছি সাদা ফিতা দেয়ার জন্য কিন্তু গ্রে কালার দেওয়া হয়েছে  প্রোডাক্ট ফেরত দিতে পারি ,0
আমি নিয়েছি            এটি রির্টান করবো  ঘন্টাও চার্জ টিকে না আর এটাতে কথা শোনায় না  এই দামে অন্য সাইট গুলো তে ভাল পন্য বিক্রি করে  এটা একদমই ফালতু  কিনা থেকে বিরত থাকুন ,0
ঘড়ির কোয়ালিটি খুবই নিম্নমানের চার্জ ব্যাকাপ ভালো না  দাম হিসেবে মেনে নেওয়া যায়  সেন্সর কাজ করে না,0
এক মাস ব্যবহার করে রিভিউ দিচ্ছি কেউ যদি সখের জন্য কিনেন কিনতে পারেন ব্যাবহার করার জন্য কিনিয়েন না  মিনিট এর উপর চলেই না,0
যেমন আশা করছি তেমন না      ভাবছিলাম ফুল ডিসপ্লে তারপর দেখি    যাইহোক মারা খেতে না চাইলে নিয়েন না কেউ   হুদাই টাকা নষ্ট  ,0
ভালো না টাকা নস্ট বলা যায় দয়া করে কেও কিনবেন না  ,0
আমার মত আর কেও প্রতারিত হইয়েন না চিটার সেলার একদম বাজে একটা ওয়াচ দিয়েছে আনবক্স এর পর দেখে মনে হলো ইউজ করা ঘোরানোর বাটন টা কাজ করে না সেলার কে ম্যাসেজ দিলাম  দিনপর রিপ্লাই দিয়ে বলে আপনার ভাষা বুঝি না ইংলিশ এ ম্যাসেজ দেয়ার পর আর কোনো রিপ্লাই নাই  টাকা মেরে দিয়ে  টাকার কুপন দিয়ে শান্তনা দেই আর বল আমরা আপনার ভাষা বুঝি না              সেলার সব কিছু খারাপ হলে ডেলিভারী ভাই টা ভালো ছিল,0
একদম বাজে  কেউ কিনবেন না  দেখায় একটা দেয় আরেকটা  এরা একদম নাম্বার ওয়ান বাটপার  এর থেকে ভালো মার্কেট থেকে একটা ঘড়ি কিনা  সুতরাং কেউ প্রতারিত হবেন না এবং টাকাগুলো জলে ফেলবেন না  ধন্যবাদ ,0
ফালতু   ঘড়ির মডেল এর সাথে ঘড়ির মিল নেই কি বাজে একটা ঘড়ি দিলো এমনটা আশা করু নাই ডারাজের থেকে ডারাজ এমন বাজে ভাংগা একটা ওয়াচ দিলেন ডিসপ্লে কনারে ভাংগা ডিসপ্লে টার্চ সমস্যা কানেক্ট পায় না কোনো ভাবেই কি করবো এটাকে রিটার্ন নাকি,0
 দিন অপেক্ষা পর নষ্ট পণ্য দিছে  কেউ এই শপ থেকে পণ্য নিবেন না  ঘড়ি বোটম ঠিক মত কাজ করে না  নষ্ঠ পণ্য তার পর রিটার্ন করলে টাকা দিতে  মত সময়ে লেগে যাবে আমার সব লস হয়েছে   কেউ নিবেন নিলে ঠকবেন    পন্য দিলেন নষ্ট এখন  টাকার কুপন দেয়  প্রতারক                    ,0
